홍대입구역,126.923778562273,37.5568707448873
강남역,127.02800140627488,37.49808633653005
잠실역,127.10023101886318,37.51331105877401
신림역,126.929745374123,37.4842680361482
고속터미널,127.00512100872538,37.50454885557265
신도림역,126.89161095407636,37.508222191535346
수원역,127.00004960484385,37.26568218296588
영등포역,126.907550274975,37.5156726288261
서울대입구역,126.952713197762,37.4812845080678
건대입구역,127.06920291650829,37.54040751726388
용산역,126.964824061815,37.5300763645794
부평역,126.724331088618,37.4894490429055
사당역,126.98155858357366,37.47656223234824
연신내역,126.921100704496,37.6192032466353
합정역,126.91445406513526,37.54991315995173
신촌역 2호선,126.93698075993808,37.555198169366435
삼성역,127.06302321147605,37.508822740225305
수유역,127.02550910860451,37.63788539420793
압구정역,127.02850865895756,37.52649127416921
혜화역,127.00194500977393,37.58204391787134
신논현역,127.025492036104,37.504811111562
신사역,127.02030856272764,37.51643597531432
종로3가역,126.992153252476,37.570420844523
미아사거리역,127.03008663628454,37.61327836400571
노량진역,126.940893179777,37.5135856714992
압구정로데오역,127.0406027693898,37.5275184818021
범계역,126.950783269518,37.3897837540429
부천역,126.783081743529,37.4839888842916
왕십리역,127.03710337610202,37.561268363317176
회기역,127.058048369273,37.5897962196601
서현역,127.123431479636,37.3850154269126
의정부역,127.045956826767,37.7383624923599
종각역,126.98315081716676,37.570227990912244
천호역,127.12392845044,37.5385112120297
양재역,127.03416413380752,37.48457681195669
성수역,127.056066999327,37.5445888153751
여의나루역,126.93298596744,37.5271469489465
경복궁역,126.973691352767,37.5758061234865
이태원역,126.994333861918,37.5345252050511
서울숲역,127.044746216358,37.543645796605
죽전역,127.107505020642,37.3243773830569
명동역,126.98640235001736,37.56096526943837
광화문역,126.97642427981408,37.57164860977568
양재역,127.03416413380752,37.48457681195669
성수역,127.056066999327,37.5445888153751
